,affiliate_channel,affiliate_provider,age,country_destination,date_account_created,date_first_booking,first_affiliate_tracked,first_browser,first_device_type,gender,id,language,signup_app,signup_flow,signup_method,timestamp_first_active,date_first_active,secs_elapsed
87033,api,other,36.0,US,2014-03-28,2014-03-29,untracked,Mobile Safari,iPhone,FEMALE,z8miecijl6,en,iOS,12,facebook,20140328065624,2014-03-28,2423270.0
87036,direct,direct,32.0,US,2014-06-12,2014-06-13,untracked,Firefox,Windows Desktop,FEMALE,z8p0480m6z,en,Web,0,facebook,20140612064813,2014-06-12,1111412.0
87037,sem-brand,google,47.0,US,2014-05-08,2014-05-10,omg,Chrome,Windows Desktop,FEMALE,z8p17pjhrn,en,Web,0,basic,20140508181815,2014-05-08,11950.0
87038,direct,direct,31.0,US,2014-02-11,2014-02-12,omg,Safari,Mac Desktop,FEMALE,z8p9w402pn,en,Web,0,basic,20140211194616,2014-02-11,1072762.0
87047,direct,direct,29.0,GB,2014-03-11,2014-11-14,untracked,Firefox,Windows Desktop,FEMALE,z8v60xd3fi,zh,Web,0,facebook,20140311123028,2014-03-11,18464.0
87051,sem-non-brand,google,43.0,DE,2014-05-23,2014-06-11,untracked,Safari,Mac Desktop,FEMALE,z8ww0vp46j,en,Web,0,basic,20140523142118,2014-05-23,513387.0
87055,direct,direct,44.0,CA,2014-01-24,2014-02-01,linked,Firefox,Windows Desktop,FEMALE,z8xev41mqx,en,Web,0,facebook,20140124030545,2014-01-24,718072.0
87056,direct,direct,27.0,US,2014-04-13,2014-05-15,untracked,-unknown-,iPhone,FEMALE,z8ybh9pnjk,en,iOS,25,basic,20140413213914,2014-04-13,3506539.0
87069,sem-non-brand,google,29.0,US,2014-04-03,2014-04-04,untracked,Safari,Mac Desktop,MALE,z93fx46seb,en,Web,0,basic,20140403185852,2014-04-03,8536681.0
87073,sem-brand,google,38.0,US,2014-05-12,2014-05-16,omg,Safari,Mac Desktop,MALE,z96dmw30rw,en,Web,0,basic,20140512060459,2014-05-12,1470818.0
87080,direct,direct,44.0,US,2014-02-21,2014-09-30,untracked,Safari,Mac Desktop,FEMALE,z99bf8awdi,en,Web,0,basic,20140221161151,2014-02-21,2036556.0
87081,sem-brand,google,35.0,US,2014-03-10,2014-03-10,omg,IE,Windows Desktop,,z99o7gi0oy,en,Web,0,basic,20140310194116,2014-03-10,1134206.0
87082,direct,direct,53.0,US,2014-02-19,2014-02-19,untracked,Safari,Mac Desktop,MALE,z99o8q63wy,en,Web,0,basic,20140219223518,2014-02-19,1388840.0
87083,content,google,46.0,US,2014-06-07,2015-03-18,omg,Firefox,Mac Desktop,FEMALE,z9ag329ssz,en,Web,0,basic,20140607194419,2014-06-07,401727.0
87084,direct,direct,64.0,IT,2014-04-27,2014-04-28,untracked,Chrome,Mac Desktop,,z9apql4dit,en,Web,0,basic,20140427220314,2014-04-27,1884561.0
87088,direct,direct,28.0,US,2014-03-08,2014-03-08,untracked,Safari,Mac Desktop,FEMALE,z9d8louei0,en,Web,0,facebook,20140308204518,2014-03-08,3385926.0
87091,direct,direct,29.0,US,2014-06-04,2014-06-06,omg,Firefox,Mac Desktop,,z9eptvw59p,en,Web,0,basic,20140604212239,2014-06-04,7948455.0
87092,direct,direct,37.0,US,2014-06-18,2014-06-19,linked,Mobile Safari,iPhone,,z9gp2mneyw,en,Web,0,basic,20140618173357,2014-06-18,1805150.0
87096,direct,direct,42.0,US,2014-06-09,2014-06-09,untracked,Chrome Mobile,iPad,FEMALE,z9jt9i1cga,en,Web,0,basic,20140609003357,2014-06-09,2449922.0
87099,seo,google,33.0,US,2014-02-09,2014-02-09,linked,Chrome,Windows Desktop,MALE,z9m9x14s1y,en,Web,0,facebook,20140209034025,2014-02-09,766742.0
87105,direct,direct,31.0,US,2014-03-07,2014-04-17,omg,Firefox,Mac Desktop,FEMALE,z9owkpliva,en,iOS,25,basic,20140307140324,2014-03-07,0.0
87107,content,google,52.0,US,2014-03-16,2014-06-02,linked,Safari,Mac Desktop,FEMALE,z9pptpcxaw,en,Web,0,facebook,20140316234916,2014-03-16,2034696.0
87108,sem-brand,google,55.0,other,2014-05-28,2014-05-30,omg,Safari,Mac Desktop,MALE,z9pvsx9gab,en,Web,0,basic,20140528221706,2014-05-28,4821870.0
87116,direct,direct,20.0,other,2014-04-04,2014-04-04,untracked,Mobile Safari,iPad,FEMALE,z9ufbsejwp,en,Web,0,facebook,20140404153249,2014-04-04,1929067.0
87120,content,google,30.0,US,2014-04-04,2014-04-05,omg,Chrome,Mac Desktop,FEMALE,z9w30kjmod,en,Web,0,basic,20140404053017,2014-04-04,385117.0
87128,direct,direct,29.0,FR,2014-04-04,2014-04-04,untracked,IE,Android Tablet,FEMALE,z9z8puuax8,en,Web,0,basic,20140404212121,2014-04-04,1950897.0
87137,direct,direct,48.0,other,2014-06-15,2015-03-10,untracked,-unknown-,iPhone,,za6dkfrnz1,en,iOS,25,basic,20140615234836,2014-06-15,1691942.0
87138,sem-brand,google,28.0,US,2014-06-02,2014-07-16,omg,Chrome,Mac Desktop,FEMALE,za6lzhdwd1,en,Web,0,facebook,20140602032040,2014-06-02,2312290.0
87139,direct,direct,29.0,DE,2014-04-07,2014-04-16,untracked,Chrome,Windows Desktop,MALE,za6mhoilfm,en,Web,0,basic,20140407141749,2014-04-07,601205.0
87143,seo,facebook,21.0,US,2014-02-05,2014-02-06,omg,Chrome,Mac Desktop,FEMALE,za903nv1m7,en,Web,0,facebook,20140205022444,2014-02-05,438223.0
87145,direct,direct,30.0,CA,2014-06-06,2014-06-11,untracked,Firefox,Mac Desktop,FEMALE,za9ponopki,en,Web,0,facebook,20140606035043,2014-06-06,1357943.0
87147,direct,direct,30.0,ES,2014-06-06,2014-06-23,linked,Safari,Mac Desktop,,za9qjmurlk,en,Web,0,basic,20140606050849,2014-06-06,4085069.0
87156,direct,direct,31.0,US,2014-06-04,2014-06-05,untracked,IE,Windows Desktop,,zadx8upb2s,en,Web,0,basic,20140604014427,2014-06-04,3373358.0
87158,sem-brand,google,21.0,FR,2014-05-21,2014-05-21,omg,Chrome,Mac Desktop,FEMALE,zaekzfe0ai,en,Web,0,basic,20140521004222,2014-05-21,1810639.0
87162,direct,direct,54.0,US,2014-03-07,2014-03-28,untracked,Firefox,Mac Desktop,MALE,zafpm4ysvo,en,Web,0,basic,20140307191129,2014-03-07,856260.0
87164,direct,direct,23.0,other,2014-02-12,2014-02-12,untracked,Chrome,Windows Desktop,FEMALE,zahkumvfv6,en,Web,0,basic,20140212192911,2014-02-12,1588069.0
87165,direct,direct,44.0,US,2014-02-08,2014-02-08,untracked,Mobile Safari,iPad,FEMALE,zahuwjj1jw,en,Web,0,basic,20140208201132,2014-02-08,1814508.0
87166,sem-brand,google,35.0,US,2014-06-01,2014-06-01,tracked-other,Safari,Mac Desktop,MALE,zaiarir20w,en,Web,0,basic,20140601155229,2014-06-01,1709292.0
87175,direct,direct,30.0,US,2014-05-07,2015-03-14,untracked,Chrome,Windows Desktop,MALE,zamue4wbx7,es,Web,0,basic,20140507013532,2014-05-07,866465.0
87176,direct,direct,25.0,US,2014-01-29,2014-02-14,untracked,Mobile Safari,iPhone,,zan9lln55z,en,iOS,25,basic,20140129000525,2014-01-29,1007898.0
87187,direct,direct,27.0,FR,2014-05-29,2014-06-02,omg,Chrome,Mac Desktop,MALE,zatms3pqbt,en,Web,0,basic,20140529002237,2014-05-29,6924542.0
87191,direct,direct,31.0,US,2014-06-05,2014-12-10,linked,Safari,Mac Desktop,MALE,zau8rw0ek5,en,Web,0,facebook,20140605110915,2014-06-05,1663929.0
87193,seo,facebook,21.0,FR,2014-03-05,2014-03-16,linked,IE,Android Tablet,FEMALE,zavyscbrw3,en,Web,0,facebook,20140305174507,2014-03-05,1505100.0
87194,direct,direct,29.0,US,2014-01-27,2014-04-03,linked,Firefox,Windows Desktop,FEMALE,zawbbziuoz,en,Web,0,facebook,20140127174447,2014-01-27,2233512.0
87195,seo,facebook,31.0,US,2014-01-18,2014-01-25,linked,Chrome,Windows Desktop,,zazmac1i4p,en,Web,0,basic,20140118004301,2014-01-18,7882121.0
87198,direct,direct,47.0,US,2014-05-27,2014-05-27,untracked,Safari,Mac Desktop,MALE,zb0ug8bkjd,en,Web,0,basic,20140527172958,2014-05-27,5632054.0
87199,direct,direct,30.0,US,2014-06-11,2014-08-19,linked,Safari,Mac Desktop,,zb1jn1kvh4,en,Web,0,basic,20140611235048,2014-06-11,4126383.0
87200,api,other,30.0,US,2014-03-07,2014-03-11,untracked,Mobile Safari,iPhone,MALE,zb24cimka0,en,iOS,12,facebook,20140307012343,2014-03-07,510081.0
87201,direct,direct,33.0,US,2014-03-24,2014-03-24,untracked,Firefox,Windows Desktop,FEMALE,zb32ap04dk,en,Web,0,facebook,20140324184239,2014-03-24,1682532.0
87219,direct,direct,47.0,other,2014-02-13,2014-02-13,untracked,Firefox,Windows Desktop,MALE,zbb466bogs,en,Web,0,basic,20140213114249,2014-02-13,3758181.0
87223,api,other,23.0,US,2014-02-14,2014-02-23,untracked,Mobile Safari,iPhone,FEMALE,zbd1j1gkdq,en,iOS,12,facebook,20140214091245,2014-02-14,287.0
87228,direct,direct,27.0,other,2014-04-25,2014-04-28,omg,Safari,Mac Desktop,FEMALE,zbeq1d6ao0,en,Web,0,basic,20140425032156,2014-04-25,2665693.0
87234,seo,google,37.0,US,2014-01-09,2014-01-10,linked,Chrome,Windows Desktop,FEMALE,zbjf8q79x0,en,Web,0,facebook,20140109212537,2014-01-09,13226610.0
87248,direct,direct,23.0,US,2014-05-11,2014-05-15,untracked,Chrome,Windows Desktop,FEMALE,zbpbtjowa5,en,Web,0,basic,20140511051710,2014-05-11,476881.0
87249,direct,direct,37.0,US,2014-01-08,2014-01-09,untracked,Chrome,Mac Desktop,MALE,zbptq0es6r,en,Web,0,facebook,20140108232910,2014-01-08,5789.0
87250,direct,direct,33.0,US,2014-03-17,2014-04-02,linked,Safari,Mac Desktop,,zbq9xktk6e,en,Web,0,basic,20140317053529,2014-03-17,164912.0
87251,sem-non-brand,google,45.0,GB,2014-01-27,2014-01-29,omg,IE,Windows Desktop,,zbrvbwkejb,en,Web,0,basic,20140127224132,2014-01-27,317793.0
87259,direct,direct,29.0,US,2014-05-16,2014-05-31,untracked,Chrome,Windows Desktop,MALE,zbwytrie3w,en,Web,0,basic,20140516164759,2014-05-16,3331716.0
87260,direct,direct,40.0,US,2014-03-22,2014-04-12,untracked,Safari,Mac Desktop,,zbxmzn1ndf,en,Web,0,basic,20140322060826,2014-03-22,2110409.0
87261,direct,direct,43.0,US,2014-05-11,2014-05-11,untracked,Chrome,Mac Desktop,FEMALE,zby3ufq7e4,en,Web,0,basic,20140511174641,2014-05-11,7696404.0
87263,sem-brand,google,28.0,other,2014-06-04,2014-06-06,omg,Safari,Mac Desktop,FEMALE,zbym69i1sy,en,Web,0,basic,20140604201030,2014-06-04,6222577.0
87277,direct,direct,34.0,US,2014-05-19,2014-05-30,linked,Chrome,Windows Desktop,MALE,zc7jpd4m0z,en,Web,0,facebook,20140519202808,2014-05-19,2442012.0
87284,sem-brand,google,68.0,US,2014-06-16,2014-07-17,omg,Chrome,Mac Desktop,MALE,zc9k86qlqs,en,Web,0,basic,20140616221815,2014-06-16,1659547.0
87285,direct,direct,56.0,US,2014-05-28,2014-05-31,tracked-other,Safari,Mac Desktop,FEMALE,zc9oaa4nmp,en,Web,0,basic,20140528205931,2014-05-28,10034717.0
87297,direct,direct,30.0,US,2014-02-25,2014-08-27,linked,Chrome,Mac Desktop,FEMALE,zcfl3blsjq,ja,Web,0,basic,20140225060434,2014-02-25,14377.0
87298,sem-brand,bing,71.0,US,2014-06-30,2014-06-30,linked,Mobile Safari,iPad,,zcgiyofazy,en,Web,0,basic,20140630043753,2014-06-30,2690116.0
87301,seo,bing,52.0,US,2014-04-10,2014-08-07,untracked,Mobile Safari,iPad,FEMALE,zchpzuh28x,en,Web,0,basic,20140410062234,2014-04-10,520329.0
87303,direct,direct,37.0,GB,2014-05-11,2014-05-12,untracked,Safari,Mac Desktop,MALE,zcir9htyga,en,Web,0,facebook,20140511071209,2014-05-11,4062506.0
87309,direct,direct,32.0,US,2014-03-02,2014-03-02,untracked,Mobile Safari,iPhone,,zclknzhz9y,en,iOS,25,basic,20140302151227,2014-03-02,1455000.0
87311,sem-brand,google,32.0,NL,2014-04-24,2014-08-30,omg,Chrome,Windows Desktop,FEMALE,zcm7wh3e9m,en,Web,0,basic,20140424195559,2014-04-24,812314.0
87312,direct,direct,30.0,US,2014-02-01,2014-11-24,untracked,IE,Windows Desktop,MALE,zcmy811ebo,en,Web,0,basic,20140201005806,2014-02-01,2173689.0
87316,seo,google,33.0,US,2014-05-16,2014-07-19,linked,Chrome,Windows Desktop,MALE,zcomr2n3i7,en,Web,0,basic,20140516212042,2014-05-16,1869651.0
87319,direct,direct,29.0,US,2014-06-19,2014-06-21,untracked,-unknown-,Other/Unknown,FEMALE,zcpm7c6f3q,en,Android,12,google,20140619215035,2014-06-19,633352.0
87320,direct,direct,34.0,other,2014-05-15,2014-08-28,untracked,Safari,Mac Desktop,MALE,zcpuolfp3a,en,Web,0,facebook,20140515235628,2014-05-15,82170.0
87321,sem-brand,google,25.0,IT,2014-06-24,2014-07-12,linked,IE,Android Tablet,FEMALE,zcq27y6x8x,en,Web,0,basic,20140624051648,2014-06-24,4298614.0
87322,direct,direct,44.0,other,2014-03-13,2014-03-21,untracked,IE,Windows Desktop,,zcq8kwuo2g,en,Web,0,basic,20140313054109,2014-03-13,5318983.0
87329,direct,direct,32.0,CA,2014-01-28,2014-01-28,untracked,Chrome,Mac Desktop,MALE,zcsrxfdv1q,en,Web,0,facebook,20140128051601,2014-01-28,474844.0
87330,direct,direct,30.0,other,2014-06-28,2014-06-28,untracked,Firefox,Windows Desktop,FEMALE,zcss02p0le,en,iOS,25,basic,20140628050939,2014-06-28,1690369.0
87339,direct,direct,29.0,US,2014-06-19,2014-09-18,untracked,Chrome,Windows Desktop,FEMALE,zcwzls935o,en,Web,0,facebook,20140619194151,2014-06-19,346680.0
87340,direct,direct,61.0,IT,2014-02-15,2014-02-21,omg,Firefox,Mac Desktop,MALE,zcxaafdm3o,en,Web,0,basic,20140215212339,2014-02-15,6362974.0
87345,direct,direct,24.0,US,2014-05-23,2014-05-23,linked,Chrome,Desktop (Other),MALE,zczi05g462,en,Web,0,basic,20140523192127,2014-05-23,300466.0
87348,sem-brand,google,22.0,FR,2014-01-14,2014-02-12,omg,Safari,Mac Desktop,FEMALE,zd1oh0381y,en,Web,0,basic,20140114022045,2014-01-14,595678.0
87352,direct,direct,23.0,US,2014-05-05,2014-12-19,omg,Safari,Mac Desktop,FEMALE,zd5za63qa1,en,Web,0,basic,20140505173445,2014-05-05,3674208.0
87356,sem-brand,google,43.0,IT,2014-03-17,2014-03-17,omg,IE,Windows Desktop,MALE,zd859roov7,en,Web,0,basic,20140317181310,2014-03-17,12112508.0
87359,seo,google,24.0,NL,2014-06-30,2014-06-30,linked,Safari,Mac Desktop,MALE,zd9fc6m0b7,en,Web,0,facebook,20140630121424,2014-06-30,7608835.0
87373,sem-non-brand,google,42.0,US,2014-01-29,2014-01-29,omg,Firefox,Mac Desktop,MALE,zdhvqjgnow,en,Web,0,facebook,20140129025136,2014-01-29,4717754.0
87375,direct,direct,23.0,US,2014-06-23,2014-06-25,untracked,Mobile Safari,iPhone,MALE,zdkgbjeg1a,en,iOS,25,basic,20140623054506,2014-06-23,5041508.0
87376,direct,direct,28.0,US,2014-05-05,2014-05-11,untracked,Chrome,Mac Desktop,FEMALE,zdm2ks9gdt,en,Web,0,basic,20140505221024,2014-05-05,1787651.0
87377,direct,direct,35.0,US,2014-02-02,2014-02-05,untracked,Chrome Mobile,iPad,,zdn17i8aj0,en,Web,0,basic,20140202214225,2014-02-02,5762671.0
87378,sem-non-brand,google,34.0,US,2014-02-25,2014-02-25,linked,Safari,Mac Desktop,FEMALE,zdnknta3h6,en,Web,0,facebook,20140225172249,2014-02-25,1757753.0
87382,direct,direct,27.0,US,2014-04-25,2014-04-28,untracked,-unknown-,iPhone,MALE,zdpl3vm2cj,en,iOS,25,facebook,20140425023637,2014-04-25,825402.0
87383,sem-brand,google,19.0,US,2014-04-06,2014-04-06,omg,Safari,Mac Desktop,OTHER,zdq1a4fqhx,en,Web,0,basic,20140406211730,2014-04-06,666935.0
87384,sem-non-brand,google,46.0,FR,2014-01-29,2014-02-03,omg,Safari,Mac Desktop,FEMALE,zdqcjoqm88,en,Web,0,basic,20140129010215,2014-01-29,1877164.0
87386,content,google,72.0,US,2014-01-05,2014-02-07,omg,IE,Windows Desktop,FEMALE,zds4xn9jvb,en,Web,0,facebook,20140105095928,2014-01-05,4837348.0
87390,sem-non-brand,google,35.0,US,2014-02-22,2014-02-22,omg,Firefox,Mac Desktop,MALE,zdspfwsvgv,en,Web,0,basic,20140222005513,2014-02-22,730056.0
87392,sem-brand,google,34.0,US,2014-06-15,2014-06-17,linked,Chrome,Mac Desktop,FEMALE,zdtoeweerk,en,Web,0,basic,20140615203631,2014-06-15,9050886.0
87393,api,other,43.0,US,2014-02-01,2014-03-03,untracked,-unknown-,Other/Unknown,MALE,zdtza8wx0u,en,Android,12,facebook,20140201182642,2014-02-01,3071496.0
87396,sem-brand,google,35.0,US,2014-05-21,2014-05-25,untracked,Firefox,Windows Desktop,MALE,zdvpyycwtj,en,Web,0,basic,20140521203208,2014-05-21,3383020.0
87405,direct,direct,36.0,US,2014-05-15,2014-05-17,omg,Firefox,Mac Desktop,,ze0lztl8uj,en,Web,0,basic,20140515025550,2014-05-15,683039.0
87406,direct,direct,33.0,US,2014-05-06,2014-05-13,linked,Mobile Safari,iPhone,FEMALE,ze1479l4js,en,Web,0,basic,20140506055840,2014-05-06,44015.0
87407,sem-brand,bing,23.0,US,2014-05-11,2014-05-14,omg,Safari,Mac Desktop,MALE,ze20ddpkav,en,Web,0,facebook,20140511194711,2014-05-11,710455.0
87409,direct,direct,27.0,US,2014-02-08,2014-02-08,untracked,IE,Android Tablet,MALE,ze25ui5edj,en,Web,0,basic,20140208004037,2014-02-08,3107702.0
87413,direct,direct,41.0,US,2014-05-18,2014-05-19,untracked,Firefox,Mac Desktop,MALE,ze4zeltgfk,en,Web,0,basic,20140518200554,2014-05-18,6412740.0
87427,direct,direct,39.0,US,2014-01-16,2014-01-19,linked,Chrome,Mac Desktop,MALE,zebhss31pk,en,Web,0,basic,20140116181705,2014-01-16,2481575.0
87428,seo,google,40.0,NL,2014-06-05,2014-07-09,untracked,Chrome,Windows Desktop,FEMALE,zedka53ea4,en,Web,0,facebook,20140605051315,2014-06-05,1084374.0
87434,direct,direct,28.0,US,2014-01-28,2014-02-10,linked,IE,Windows Desktop,FEMALE,zegnp7sx82,en,Web,0,basic,20140128005858,2014-01-28,154336.0
87437,direct,direct,21.0,US,2014-01-13,2014-11-10,linked,Firefox,Windows Desktop,FEMALE,zek19lnxxs,en,Web,0,basic,20140113230115,2014-01-13,1776901.0
87440,sem-brand,google,47.0,US,2014-04-21,2014-04-28,omg,Safari,Mac Desktop,MALE,zelchtb124,en,Web,0,basic,20140421215431,2014-04-21,1608135.0
87441,direct,direct,45.0,other,2014-01-22,2014-02-26,linked,Chrome,Windows Desktop,,zeli403rw2,en,Web,0,basic,20140122193146,2014-01-22,2379104.0
87444,direct,direct,27.0,US,2014-05-30,2014-05-31,untracked,-unknown-,iPhone,MALE,zemjgyzvz8,en,iOS,25,facebook,20140530222715,2014-05-30,312972.0
87446,sem-brand,google,39.0,US,2014-04-02,2014-04-02,omg,Mobile Safari,iPad,FEMALE,zengav1wiu,en,Web,0,facebook,20140402075038,2014-04-02,1464401.0
87451,direct,direct,26.0,US,2014-01-02,2014-01-02,untracked,Chrome,Mac Desktop,MALE,zepgy5emhl,en,Web,0,facebook,20140102002407,2014-01-02,1843685.0
87453,direct,direct,59.0,US,2014-01-20,2014-05-29,untracked,Firefox,Mac Desktop,FEMALE,zeq1amlqbf,en,Web,0,basic,20140120031452,2014-01-20,31338.0
87458,sem-brand,google,33.0,GB,2014-03-15,2014-03-17,omg,Safari,Mac Desktop,FEMALE,zetg94ugdt,en,Web,0,facebook,20140315192152,2014-03-15,2655872.0
87460,direct,direct,40.0,CA,2014-05-11,2014-06-04,untracked,-unknown-,Other/Unknown,MALE,zewe3uog1i,en,Android,23,basic,20140511192039,2014-05-11,360367.0
87462,direct,direct,31.0,US,2014-05-07,2014-05-07,linked,Chrome,Windows Desktop,,zewi98n4u8,en,Web,0,basic,20140507160700,2014-05-07,2885876.0
87467,direct,direct,34.0,US,2014-04-27,2014-09-15,untracked,Chrome,Windows Desktop,,zey5118wda,en,Web,0,basic,20140427115145,2014-04-27,2744274.0
87472,direct,direct,34.0,US,2014-01-26,2014-01-28,untracked,Chrome,Mac Desktop,FEMALE,zezmvpfyio,en,Web,0,basic,20140126195943,2014-01-26,655757.0
87479,direct,direct,21.0,GB,2014-04-17,2014-06-24,untracked,Chrome,Windows Desktop,FEMALE,zf29c326il,en,Web,0,basic,20140417093731,2014-04-17,2300728.0
87483,direct,direct,40.0,US,2014-02-27,2014-02-27,untracked,Chrome,Windows Desktop,FEMALE,zf4qu63kis,en,Web,0,basic,20140227192919,2014-02-27,5101397.0
87485,seo,google,68.0,US,2014-06-17,2015-03-16,linked,Chrome,Desktop (Other),MALE,zf5f70wo4r,en,Web,0,basic,20140617163213,2014-06-17,25904.0
87495,api,other,44.0,US,2014-02-14,2014-02-16,linked,Mobile Safari,iPad,FEMALE,zf8iz0x6zj,en,iOS,12,facebook,20140214064548,2014-02-14,1752882.0
87501,sem-non-brand,google,22.0,US,2014-03-04,2014-03-06,omg,Chrome,Mac Desktop,FEMALE,zfbv43kma6,en,Web,0,basic,20140304043300,2014-03-04,1602332.0
87512,sem-brand,google,24.0,US,2014-04-22,2014-04-22,omg,Firefox,Windows Desktop,,zfjgaujcm7,en,Web,0,basic,20140422033756,2014-04-22,3529132.0
87516,direct,direct,24.0,US,2014-02-16,2014-02-16,untracked,Safari,Mac Desktop,FEMALE,zflz77psp8,en,Web,0,facebook,20140216071143,2014-02-16,346013.0
87518,other,email-marketing,34.0,other,2014-03-17,2014-11-22,tracked-other,Mobile Safari,iPad,FEMALE,zfmeuxmszb,en,Web,0,facebook,20140317043728,2014-03-17,3204203.0
87519,direct,direct,23.0,IT,2014-06-15,2014-06-16,untracked,Chrome,Windows Desktop,FEMALE,zfn22pel97,en,Web,0,basic,20140615065542,2014-06-15,2769730.0
87523,sem-brand,google,59.0,FR,2014-05-21,2014-05-26,linked,Firefox,Mac Desktop,FEMALE,zfnvdu9lrl,en,Web,0,basic,20140521234453,2014-05-21,716437.0
87529,sem-brand,google,32.0,US,2014-05-22,2014-05-24,omg,Safari,Mac Desktop,FEMALE,zfs0mzdchz,en,Web,0,facebook,20140522204859,2014-05-22,2310115.0
87536,direct,direct,35.0,US,2014-06-19,2015-04-22,untracked,Firefox,Mac Desktop,FEMALE,zfx40plje4,en,Web,0,basic,20140619042116,2014-06-19,4463519.0
87542,direct,direct,51.0,other,2014-06-10,2014-06-15,untracked,-unknown-,iPhone,FEMALE,zg1kpahlf8,en,iOS,25,facebook,20140610023122,2014-06-10,391226.0
87549,direct,direct,39.0,FR,2014-02-08,2014-04-13,untracked,Chrome,Mac Desktop,MALE,zg51ewfclg,en,Web,0,basic,20140208202311,2014-02-08,498685.0
87552,other,other,27.0,US,2014-01-16,2014-01-26,marketing,Chrome,Windows Desktop,FEMALE,zg6rupd73o,en,Web,0,facebook,20140116204536,2014-01-16,2018287.0
87563,sem-brand,google,43.0,US,2014-04-22,2014-04-22,linked,Safari,Mac Desktop,FEMALE,zga7ax2m9v,en,Web,0,basic,20140422233957,2014-04-22,1567212.0
87569,direct,direct,28.0,US,2014-03-10,2014-04-08,untracked,Chrome,Windows Desktop,,zgbxqhlffe,en,Web,0,basic,20140310235026,2014-03-10,265127.0
87572,direct,direct,35.0,US,2014-05-13,2014-05-15,untracked,Firefox,Windows Desktop,,zgcpmf1226,en,Web,0,basic,20140513035639,2014-05-13,570579.0
87585,remarketing,google,36.0,GB,2014-04-02,2014-05-26,untracked,Chrome,Windows Desktop,FEMALE,zgk93ygcdw,en,Web,0,basic,20140402192224,2014-04-02,262687.0
87586,direct,direct,36.0,US,2014-06-23,2014-06-30,untracked,Chrome,Mac Desktop,MALE,zgkiu4rrh9,en,Web,0,facebook,20140623070751,2014-06-23,1732021.0
87587,sem-non-brand,google,24.0,US,2014-01-13,2014-01-13,omg,Chrome,Windows Desktop,FEMALE,zgkz5z30lx,zh,Web,0,facebook,20140113000930,2014-01-13,3887317.0
87590,direct,direct,43.0,FR,2014-05-05,2014-06-06,untracked,Firefox,Windows Desktop,FEMALE,zgmm01blmb,en,Web,0,basic,20140505212854,2014-05-05,2311454.0
87597,sem-brand,google,19.0,ES,2014-06-02,2014-06-02,omg,Safari,Mac Desktop,MALE,zgr6q39xv7,en,Web,0,basic,20140602041756,2014-06-02,687119.0
87602,direct,direct,32.0,US,2014-05-13,2014-05-13,untracked,Firefox,Windows Desktop,,zgsmpdp1uo,en,Web,0,basic,20140513194544,2014-05-13,65538.0
87603,direct,direct,34.0,other,2014-06-27,2014-06-28,untracked,-unknown-,Android Phone,,zgstxa11nf,en,Android,23,basic,20140627185921,2014-06-27,3595394.0
87605,direct,direct,27.0,US,2014-04-09,2014-04-09,untracked,Safari,Mac Desktop,FEMALE,zgunopxjho,en,Web,0,facebook,20140409060837,2014-04-09,2416565.0
87610,direct,direct,34.0,US,2014-01-22,2014-01-23,linked,Chrome,Windows Desktop,FEMALE,zgwc4u929z,en,Web,0,facebook,20140122201349,2014-01-22,2846067.0
87613,sem-brand,google,75.0,DE,2014-01-16,2014-01-16,linked,Apple Mail,Mac Desktop,FEMALE,zgyez7apxd,en,Web,0,basic,20140116082611,2014-01-16,5082302.0
87614,sem-non-brand,google,35.0,other,2014-04-25,2014-04-29,omg,Firefox,Mac Desktop,,zh001mg3s4,en,Web,0,basic,20140425161042,2014-04-25,583053.0
87617,direct,direct,40.0,FR,2014-02-07,2014-02-08,untracked,Chrome,Windows Desktop,,zh0lzk119d,en,Web,0,basic,20140207122617,2014-02-07,3593664.0
87627,sem-brand,google,35.0,US,2014-05-16,2014-05-17,linked,Firefox,Mac Desktop,FEMALE,zh4rdu9hcy,en,Web,0,basic,20140516013418,2014-05-16,1585776.0
87630,sem-brand,google,56.0,GB,2014-03-24,2014-04-08,omg,Firefox,Mac Desktop,,zh5t7hivic,en,Web,0,basic,20140324195139,2014-03-24,69869.0
87632,direct,direct,24.0,ES,2014-06-19,2014-06-29,untracked,Safari,Mac Desktop,FEMALE,zh6horkx4p,en,Web,0,basic,20140619052737,2014-06-19,2551074.0
87640,seo,facebook,42.0,US,2014-01-13,2014-01-18,linked,Firefox,Windows Desktop,MALE,zh80rbfsky,en,Web,0,facebook,20140113013633,2014-01-13,199858.0
87641,direct,direct,28.0,other,2014-04-17,2014-04-22,untracked,Chrome,Mac Desktop,MALE,zh8tvg7rsy,en,Web,0,facebook,20140417222445,2014-04-17,3202527.0
87642,sem-brand,google,30.0,US,2014-01-09,2014-01-12,tracked-other,Safari,Mac Desktop,FEMALE,zh95bya1pl,en,Web,0,facebook,20140109081008,2014-01-09,4572116.0
87643,direct,direct,29.0,US,2014-03-20,2014-03-21,linked,Firefox,Windows Desktop,MALE,zhatw6g6rt,en,Web,0,basic,20140320165536,2014-03-20,270955.0
87646,sem-brand,google,22.0,other,2014-03-18,2014-08-31,omg,Chrome,Windows Desktop,MALE,zhcqa5lt0f,en,Web,0,facebook,20140318224000,2014-03-18,148839.0
